name,kegg,synonyms,inchikey,smiles,chebis,pubchems,rdkit_img,kegg_img
O2(aq),kegg:C00007,"['O2(aq)', 'O2']",,,chebi:15379,pubchem:3309,,https://rest.kegg.jp/get/:/image
fumarate(aq),kegg:C00122,"['fumarate(aq)', 'Fumarate']",,,chebi:29806,pubchem:3422,,https://rest.kegg.jp/get/:/image
(S)-dihydroorotate(aq),kegg:C00337,[],,,chebi:17025,pubchem:3630,images/rdkit/(S)-dihydroorotate(aq).gif,https://rest.kegg.jp/get/:/image
orotate(aq),kegg:C00295,[],,,chebi:16742,pubchem:3589,images/rdkit/orotate(aq).gif,https://rest.kegg.jp/get/:/image
L-alanine(aq),kegg:C00041,"['L-alanine(aq)', 'L-alanine']",,,chebi:16977,pubchem:3343,images/rdkit/L-alanine(aq).gif,https://rest.kegg.jp/get/:/image
ammonia(aq),kegg:C00014,"['ammonia(aq)', 'NH3(aq)']",,,chebi:16134,pubchem:3316,images/rdkit/ammonia(aq).gif,https://rest.kegg.jp/get/:/image
L-leucine(aq),kegg:C00123,[],,,chebi:15603,pubchem:3423,images/rdkit/L-leucine(aq).gif,https://rest.kegg.jp/get/:/image
4-methyl-2-oxopentanoate(aq),kegg:C00233,"['4-methyl-2-oxopentanoate(aq)', '4-methyl-2-oxopentanooate(aq)', '2-oxoisocaproate(aq)']",,,chebi:17865,pubchem:3532,images/rdkit/4-methyl-2-oxopentanoate(aq).gif,https://rest.kegg.jp/get/:/image
glycine(ag),,[],,,,,images/rdkit/glycine(ag).gif,
"L-erythro-3,5-diaminohexanoate(aq)",kegg:C01186,[],,,chebi:15616,pubchem:4412,"images/rdkit/L-erythro-3,5-diaminohexanoate(aq).gif",https://rest.kegg.jp/get/:/image
(S)-5-amino-3-oxohexanoate(aq),kegg:C03656,[],,,chebi:27713,pubchem:6434,images/rdkit/(S)-5-amino-3-oxohexanoate(aq).gif,https://rest.kegg.jp/get/:/image
"2,4-diaminopentanoate(aq)",kegg:C03943,"['2,4-diaminopentanoate(aq)', 'D-threo-2,4-diaminopentanoate(aq)']",,,chebi:4280,pubchem:6667,"images/rdkit/2,4-diaminopentanoate(aq).gif",https://rest.kegg.jp/get/:/image
2-amino-4-oxopentanoate(aq),kegg:C03341,[],,,chebi:15914,pubchem:6184,images/rdkit/2-amino-4-oxopentanoate(aq).gif,https://rest.kegg.jp/get/:/image
(S)-proline(aq),kegg:C00148,[],,,chebi:17203,pubchem:3448,images/rdkit/(S)-proline(aq).gif,https://rest.kegg.jp/get/:/image
D-1-pyrroline-2-carboxylate(aq),kegg:C03564,[],,,chebi:17425,pubchem:6356,,https://rest.kegg.jp/get/:/image
D-1-pyrroline-5-carboxylate(aq),kegg:C03912,"['D-1-pyrroline-5-carboxylate(aq)', 'DL-D-1-pyrroline-5-carboxylate(aq)']",,,chebi:17388,pubchem:6642,,https://rest.kegg.jp/get/:/image
"7,8-dihydrofolate(aq)",kegg:C00415,"['7,8-dihydrofolate(aq)', 'dihydrofolate(aq)']",,,chebi:15633,pubchem:3705,"images/rdkit/7,8-dihydrofolate(aq).gif",https://rest.kegg.jp/get/:/image
folate(aq),kegg:C00504,[],,,chebi:27470,pubchem:3787,images/rdkit/folate(aq).gif,https://rest.kegg.jp/get/:/image
"5,6,7,8-tetrahydrofolate(aq)",kegg:C00101,"['5,6,7,8-tetrahydrofolate(aq)', 'tetrahydrofolate(aq)', 'THF(aq)', 'Tetrahydrofolate']",,,chebi:20506,pubchem:3401,"images/rdkit/5,6,7,8-tetrahydrofolate(aq).gif",https://rest.kegg.jp/get/:/image
"5,10-methylenetetrahydrofolate(aq)",kegg:C00143,"['5,10-methylenetetrahydrofolate(aq)', '5,10-CH2-THF(aq)']",,,chebi:1989,pubchem:3443,"images/rdkit/5,10-methylenetetrahydrofolate(aq).gif",https://rest.kegg.jp/get/:/image
"5,10-methenyltetrahydrofolate(aq)",kegg:C00445,[],,,chebi:15638,pubchem:3733,"images/rdkit/5,10-methenyltetrahydrofolate(aq).gif",https://rest.kegg.jp/get/:/image
N-2-(D-1-carboxyethyl)-L-arginine(aq),kegg:C04137,[],,,chebi:15805,pubchem:6823,,https://rest.kegg.jp/get/:/image
L-arginine(aq),kegg:C00062,[],,,chebi:16467,pubchem:3362,images/rdkit/L-arginine(aq).gif,https://rest.kegg.jp/get/:/image
"2,2'-iminodipropanoate(aq)",kegg:C03210,[],,,chebi:17560,pubchem:6085,"images/rdkit/2,2'-iminodipropanoate(aq).gif",https://rest.kegg.jp/get/:/image
2-methyliminodiacetatc(aq),,[],,,,,,
H20(l),,[],,,,,,
glycine(aq),kegg:C00037,[],,,chebi:15428,pubchem:3339,,https://rest.kegg.jp/get/:/image
L-pipecolate(aq),kegg:C00408,[],,,chebi:30633,pubchem:3698,,https://rest.kegg.jp/get/:/image
D-1-piperidine-2-carboxylate(aq),kegg:C04092,[],,,chebi:30912,pubchem:6784,,https://rest.kegg.jp/get/:/image
reduced glutathione(aq),2 kegg:C00051,"['reduced glutathione(aq)', 'glutathoine(red)(aq)']",,,chebi:16856,pubchem:3353,,https://rest.kegg.jp/get/:/image
oxidized glutathione(aq),kegg:C00127,"['oxidized glutathione(aq)', 'glutathoine(ox)(aq)']",,,chebi:17858,pubchem:3427,,https://rest.kegg.jp/get/:/image
reduced thioredoxin(aq),kegg:C00342,[],,,chebi:15033,pubchem:3635,,https://rest.kegg.jp/get/:/image
oxidized thioredoxin(aq),kegg:C00343,[],,,chebi:18191,pubchem:3636,,https://rest.kegg.jp/get/:/image
5-methyltetrahydrofolate(aq),kegg:C00440,[],,,chebi:15641,pubchem:3729,,https://rest.kegg.jp/get/:/image
flavin-adenine dinucleotide(aq),kegg:C00016,[],,,chebi:16238,pubchem:3318,,https://rest.kegg.jp/get/:/image
reduced flavin-adenine dinucleotide(aq),kegg:C01352,[],,,chebi:17877,pubchem:4556,,https://rest.kegg.jp/get/:/image
dihydrolipoamide(aq),kegg:C00579,[],,,chebi:17694,pubchem:3858,images/rdkit/dihydrolipoamide(aq).gif,https://rest.kegg.jp/get/:/image
lipoamide(aq),kegg:C00248,[],,,chebi:17460,pubchem:3547,images/rdkit/lipoamide(aq).gif,https://rest.kegg.jp/get/:/image
dihydro--lipoate(aq),kegg:C02147,[],,,chebi:18047,pubchem:5225,,https://rest.kegg.jp/get/:/image
-lipoate(aq),kegg:C00725,"['-lipoate(aq)', 'lipoate(aq)']",,,chebi:16494,pubchem:3990,,https://rest.kegg.jp/get/:/image
CoA-glutathione(aq),kegg:C00920,[],,,chebi:17586,pubchem:4174,images/rdkit/CoA-glutathione(aq).gif,https://rest.kegg.jp/get/:/image
H2(aq),kegg:C00282,[],,,chebi:18276,pubchem:3577,images/rdkit/H2(aq).gif,https://rest.kegg.jp/get/:/image
betaine(aq),kegg:C00719,[],,,chebi:17750,pubchem:3985,images/rdkit/betaine(aq).gif,https://rest.kegg.jp/get/:/image
L-homocysteine(aq),kegg:C00155,[],,,chebi:17588,pubchem:3455,images/rdkit/L-homocysteine(aq).gif,https://rest.kegg.jp/get/:/image
"N,N-dimethylglycine(aq)",kegg:C01026,[],,,chebi:17724,pubchem:4271,"images/rdkit/N,N-dimethylglycine(aq).gif",https://rest.kegg.jp/get/:/image
L-methionine(aq),kegg:C00073,[],,,chebi:16643,pubchem:3373,images/rdkit/L-methionine(aq).gif,https://rest.kegg.jp/get/:/image
dimethylacetothetin(aq),kegg:C03392,[],,,chebi:4623,pubchem:6223,,https://rest.kegg.jp/get/:/image
S-methylthioglycolate(aq),kegg:C03173,[],,,chebi:47870,pubchem:6055,images/rdkit/S-methylthioglycolate(aq).gif,https://rest.kegg.jp/get/:/image
dimethylpropiothetin(aq),,[],,,,,images/rdkit/dimethylpropiothetin(aq).gif,
S-methyltpropiothetin(aq),,[],,,,,,
S-methylmethionine(aq),,[],,,,,,
trimethylsulfonium(aq),kegg:C01008,[],,,chebi:17434,pubchem:4253,,https://rest.kegg.jp/get/:/image
dimethylsulfide(aq),kegg:C00580,[],,,chebi:17437,pubchem:3859,,https://rest.kegg.jp/get/:/image
S-adenosyl-L-methionine(aq),kegg:C00019,[],,,chebi:67040,pubchem:3321,,https://rest.kegg.jp/get/:/image
S-adenosyl-L-homocysteine(aq),kegg:C00021,[],,,chebi:16680,pubchem:3323,,https://rest.kegg.jp/get/:/image
dUMP(aq),kegg:C00365,[],,,chebi:17622,pubchem:3656,,https://rest.kegg.jp/get/:/image
dihydrofolate(aq),kegg:C00415,"['7,8-dihydrofolate(aq)', 'dihydrofolate(aq)']",,,chebi:15633,pubchem:3705,,https://rest.kegg.jp/get/:/image
dTMP(aq),kegg:C00364,[],,,chebi:17013,pubchem:3655,,https://rest.kegg.jp/get/:/image
L-threonine(aq),kegg:C00188,[],,,chebi:16857,pubchem:3488,,https://rest.kegg.jp/get/:/image
formaldehyde(aq),kegg:C00067,"['formaldehyde(aq)', 'Formaldehyde']",,,chebi:16842,pubchem:3367,,https://rest.kegg.jp/get/:/image
L-serine(aq),kegg:C00065,[],,,chebi:17115,pubchem:3365,,https://rest.kegg.jp/get/:/image
tetrahydrofolate(aq),kegg:C00101,"['5,6,7,8-tetrahydrofolate(aq)', 'tetrahydrofolate(aq)', 'THF(aq)', 'Tetrahydrofolate']",,,chebi:20506,pubchem:3401,,https://rest.kegg.jp/get/:/image
5-formiminotetrahydrofolate(aq),kegg:C00664,[],,,chebi:15639,pubchem:3933,,https://rest.kegg.jp/get/:/image
N-formiminoglycine(aq),kegg:C02718,[],,,chebi:18415,pubchem:5681,,https://rest.kegg.jp/get/:/image
N-formimino-L-glutamate(aq),kegg:C00439,[],,,chebi:18327,pubchem:3728,,https://rest.kegg.jp/get/:/image
2-hydroxymethylserine(aq),kegg:C03059,[],,,chebi:28187,pubchem:5959,,https://rest.kegg.jp/get/:/image
D-serine(aq),kegg:C00740,[],,,chebi:16523,pubchem:4003,,https://rest.kegg.jp/get/:/image
2-methylserine(aq),kegg:C02115,[],,,chebi:74819,pubchem:5195,,https://rest.kegg.jp/get/:/image
D-alanine(aq),kegg:C00133,[],,,chebi:15570,pubchem:3433,,https://rest.kegg.jp/get/:/image
propanoyl-CoA(aq),kegg:C00100,"['propanoyl-CoA(aq)', 'propionyl-CoA(aq)', 'propanonyl-CoA(aq)']",,,chebi:15539,pubchem:3400,,https://rest.kegg.jp/get/:/image
methylmalonyl-CoA(aq),kegg:C02557,[],,,chebi:16625,pubchem:5558,,https://rest.kegg.jp/get/:/image
carbamoyl phosphate(aq),kegg:C00169,[],,,chebi:17672,pubchem:3469,,https://rest.kegg.jp/get/:/image
L-ornithine(aq),kegg:C00077,[],,,chebi:15729,pubchem:3377,,https://rest.kegg.jp/get/:/image
L-citrulline(aq),kegg:C00327,[],,,chebi:16349,pubchem:3621,,https://rest.kegg.jp/get/:/image
guanidinoacetate(aq),kegg:C00581,[],,,chebi:16344,pubchem:3860,,https://rest.kegg.jp/get/:/image
D-erythrose 4-phosphate(aq),kegg:C00279,"['D-erythrose 4-phosphate(aq)', 'D-erythrose 4-phospahte(aq)']",,,chebi:48153,pubchem:3574,,https://rest.kegg.jp/get/:/image
D-xylulose 5-phosphate(aq),kegg:C00231,[],,,chebi:16332,pubchem:3530,,https://rest.kegg.jp/get/:/image
D-erythrose 4-phospahte(aq),kegg:C00279,"['D-erythrose 4-phosphate(aq)', 'D-erythrose 4-phospahte(aq)']",,,chebi:48153,pubchem:3574,,https://rest.kegg.jp/get/:/image
glycolaldehyde(aq),kegg:C00266,[],,,chebi:17071,pubchem:3564,,https://rest.kegg.jp/get/:/image
sedoheptulose 7-phosphate(aq),kegg:C05382,[],,,chebi:15721,pubchem:7756,,https://rest.kegg.jp/get/:/image
D-ribose 5-phosphate(aq),kegg:C00117,[],,,chebi:17797,pubchem:3417,,https://rest.kegg.jp/get/:/image
D-glyceraldehyde-3-phosphate(aq),kegg:C00118,"['D-glyceraldehyde 3-phosphate(aq)', 'D-glyceraldehyde-3-phosphate(aq)']",,,chebi:29052,pubchem:3418,,https://rest.kegg.jp/get/:/image
D-glyceraldehyde(aq),kegg:C00577,"['(R)-glyceraldehyde(aq)', 'D-glyceraldehyde(aq)']",,,chebi:17378,pubchem:3856,,https://rest.kegg.jp/get/:/image
acetyl phosphate(aq),kegg:C00227,"['acetyl phosphate(aq)', 'acetyl phosphate-2-(aq)']",,,chebi:15350,pubchem:3527,,https://rest.kegg.jp/get/:/image
imidazole(aq),kegg:C01589,[],,,chebi:16069,pubchem:4744,,https://rest.kegg.jp/get/:/image
N-acetylimidazole(aq),kegg:C02560,[],,,chebi:16984,pubchem:5560,,https://rest.kegg.jp/get/:/image
4-aminoazobenzene-4'-sulfonic acid(aq),,[],,,,,,
acetanilide(aq),,[],,,,,,
N-acetyl-4-aminoazobenzene-4'-sulfonic acid(aq),,[],,,,,,
aniline(aq),,[],,,,,,
4'-acetylacetanalide(aq),,[],,,,,,
4'-aminoacetophenone(aq),,[],,,,,,
4'-chloroacetanilide(aq),,[],,,,,,
4'-chloroaniline(aq),,[],,,,,,
4'-cyanoacetanilide(aq),,[],,,,,,
4'-cyanoaniline(aq),,[],,,,,,
ethyl 4-acetamidobenzoate(aq),,[],,,,,images/rdkit/ethyl 4-acetamidobenzoate(aq).gif,
ethyl 4-aminobenzoate(aq),,[],,,,,images/rdkit/ethyl 4-aminobenzoate(aq).gif,
4'-methoxyacetanilide(aq),,[],,,,,images/rdkit/4'-methoxyacetanilide(aq).gif,
4'-methoxyaniline(aq),,[],,,,,,
4'-methylacetanilide(aq),,[],,,,,images/rdkit/4'-methylacetanilide(aq).gif,
p-toluidine(aq),,[],,,,,images/rdkit/p-toluidine(aq).gif,
4'-nitroacetanilide(aq),,[],,,,,images/rdkit/4'-nitroacetanilide(aq).gif,
4'-nitroaniline(aq),,[],,,,,,
"α,α,α-trifluoro-m-acetanilide(aq)",,[],,,,,,
"α,α,α-trifluoro-m-toluidine(aq)",,[],,,,,"images/rdkit/α,α,α-trifluoro-m-toluidine(aq).gif",
choline(aq),kegg:C00114,[],,,chebi:15354,pubchem:3414,images/rdkit/choline(aq).gif,https://rest.kegg.jp/get/:/image
O-acetylcholine(aq),kegg:C01996,"['O-acetylcholine(aq)', 'acetylcholine(aq)']",,,chebi:15355,pubchem:5093,images/rdkit/O-acetylcholine(aq).gif,https://rest.kegg.jp/get/:/image
L-acetylcarnitine(aq),kegg:C02571,[],,,chebi:57589,pubchem:5567,images/rdkit/L-acetylcarnitine(aq).gif,https://rest.kegg.jp/get/:/image
butyryl-CoA(aq),,[],,,,,images/rdkit/butyryl-CoA(aq).gif,
L-butyrylcarnitine(aq),,[],,,,,,
propionyl-CoA(aq),kegg:C00100,"['propanoyl-CoA(aq)', 'propionyl-CoA(aq)', 'propanonyl-CoA(aq)']",,,chebi:15539,pubchem:3400,images/rdkit/propionyl-CoA(aq).gif,https://rest.kegg.jp/get/:/image
L-propionylcarnitine(aq),kegg:C03017,[],,,chebi:28867,pubchem:5923,images/rdkit/L-propionylcarnitine(aq).gif,https://rest.kegg.jp/get/:/image
formyl-CoA(aq),kegg:C00798,[],,,chebi:15522,pubchem:4056,images/rdkit/formyl-CoA(aq).gif,https://rest.kegg.jp/get/:/image
formyl phosphate(aq),kegg:C02405,[],,,chebi:16729,pubchem:5438,images/rdkit/formyl phosphate(aq).gif,https://rest.kegg.jp/get/:/image
acetate(aq),kegg:C00033,"['acetate(aq)', 'acetate-(aq)']",,,chebi:30089,pubchem:3335,images/rdkit/acetate(aq).gif,https://rest.kegg.jp/get/:/image
orthophospate(aq),kegg:C00009,"['orthophosphate(aq)', 'orthophospate(aq)', 'HPO4-2-(aq)', 'phosphate(aq)']",,,chebi:18367,pubchem:3311,,https://rest.kegg.jp/get/:/image
acetoacetyl-CoA(aq),kegg:C00332,"['3-oxobutanoyl-CoA(aq)', 'acetoacetyl-CoA(aq)']",,,chebi:15345,pubchem:3626,,https://rest.kegg.jp/get/:/image
palmitoyl-CoA(aq),kegg:C00154,[],,,chebi:15525,pubchem:3454,,https://rest.kegg.jp/get/:/image
L-palmitoylcarnitine(aq),kegg:C02990,[],,,chebi:17490,pubchem:5899,,https://rest.kegg.jp/get/:/image
N-2-acetyl-L-ornithine(aq),kegg:C00437,[],,,chebi:16543,pubchem:3726,,https://rest.kegg.jp/get/:/image
N-acetyl-L-glutamate(aq),kegg:C00624,[],,,chebi:44337,pubchem:3897,,https://rest.kegg.jp/get/:/image
acyl-carrier protein(aq),kegg:C00229,[],,,chebi:18359,pubchem:3528,,https://rest.kegg.jp/get/:/image
acetyl-[acyl-carrier protein](aq),kegg:C03939,[],,,chebi:17093,pubchem:6663,,https://rest.kegg.jp/get/:/image
malonyl-CoA(aq),kegg:C00083,[],,,chebi:15531,pubchem:3383,,https://rest.kegg.jp/get/:/image
malonyl-[acyl-carrier protein](aq),kegg:C01209,[],,,chebi:17330,pubchem:4431,,https://rest.kegg.jp/get/:/image
sucrose(aq),kegg:C00089,[],,,chebi:17992,pubchem:3389,,https://rest.kegg.jp/get/:/image
-D-glucose 1-phosphate(aq),kegg:C00103,"['-D-glucose 1-phosphate(aq)', 'D-glucose 1-phosphate(aq)']",,,chebi:29042,pubchem:3403,,https://rest.kegg.jp/get/:/image
maltose(aq),kegg:C00208,[],,,chebi:17306,pubchem:3508,,https://rest.kegg.jp/get/:/image
D-glucose 1-phosphate(aq),kegg:C00103,"['-D-glucose 1-phosphate(aq)', 'D-glucose 1-phosphate(aq)']",,,chebi:29042,pubchem:3403,,https://rest.kegg.jp/get/:/image
"(2,6-beta-D-fructosyl)n(aq)",,[],,,,,,
"(2,6-beta-D-fructosyl)n+1(aq)",,[],,,,,,
ADPglucose(aq),kegg:C00498,[],,,chebi:15751,pubchem:3781,,https://rest.kegg.jp/get/:/image
UDPglucose(aq),kegg:C00029,"['UDPglucose(aq)', 'UDP-glucose']",,,chebi:18066,pubchem:3331,,https://rest.kegg.jp/get/:/image
UDP(aq),2 kegg:C00015,[],,,chebi:17659,pubchem:3317,,https://rest.kegg.jp/get/:/image
sucrose 6-phosphate(aq),kegg:C16688,[],,,chebi:131603,pubchem:51091010,,https://rest.kegg.jp/get/:/image
UDP-glucose,kegg:C00029,"['UDPglucose(aq)', 'UDP-glucose']",,,chebi:18066,pubchem:3331,,https://rest.kegg.jp/get/:/image
D-glucose 6-phosphate,kegg:C00092,"['D-glucose 6-phosphate(aq)', 'D-glucose 6-phosphate', '-D-glucose 6-phosphate(aq)']",,,chebi:4170,pubchem:3392,,https://rest.kegg.jp/get/:/image
UDP,kegg:C00015,[],,,chebi:17659,pubchem:3317,,https://rest.kegg.jp/get/:/image
"alpha,alpha'-trehalose 6-phosphate",kegg:C00689,"[""alpha,alpha'-trehalose 6-phosphate"", ',-trehalose 6-phosphate(aq)']",,,chebi:18283,pubchem:3958,"images/rdkit/alpha,alpha'-trehalose 6-phosphate.gif",https://rest.kegg.jp/get/:/image
cycloheptaamylose(aq),,[],,,,,images/rdkit/cycloheptaamylose(aq).gif,
cyclohexaamylose(aq),,[],,,,,images/rdkit/cyclohexaamylose(aq).gif,
cyclooctaamylose(aq),,[],,,,,images/rdkit/cyclooctaamylose(aq).gif,
cellobiose(aq),kegg:C00185,[],,,chebi:17057,pubchem:3485,images/rdkit/cellobiose(aq).gif,https://rest.kegg.jp/get/:/image
cellotriose(aq),kegg:C06219,[],,,chebi:3528,pubchem:8465,images/rdkit/cellotriose(aq).gif,https://rest.kegg.jp/get/:/image
laminaribiose(aq),kegg:C02048,[],,,chebi:18411,pubchem:5137,images/rdkit/laminaribiose(aq).gif,https://rest.kegg.jp/get/:/image
laminaritetraose(aq),,[],,,,,,
laminaritriose(aq),,[],,,,,,
alpha-D-glucose 1-phosphate(aq),,[],,,,,images/rdkit/alpha-D-glucose 1-phosphate(aq).gif,
",-trehalose(aq)",kegg:C01083,[],,,chebi:16551,pubchem:4320,,https://rest.kegg.jp/get/:/image
1--D-galactosyl-myo-inositol(aq),kegg:C01235,[],,,chebi:17505,pubchem:4456,,https://rest.kegg.jp/get/:/image
raffinose(aq),kegg:C00492,[],,,chebi:16634,pubchem:3775,images/rdkit/raffinose(aq).gif,https://rest.kegg.jp/get/:/image
myo-inositol(aq),kegg:C00137,[],,,chebi:17268,pubchem:3437,images/rdkit/myo-inositol(aq).gif,https://rest.kegg.jp/get/:/image
stachyose(aq),kegg:C01613,[],,,chebi:17164,pubchem:4765,images/rdkit/stachyose(aq).gif,https://rest.kegg.jp/get/:/image
sinapate(aq),kegg:C00482,[],,,chebi:77131,pubchem:3765,images/rdkit/sinapate(aq).gif,https://rest.kegg.jp/get/:/image
1-sinapoyl-D-glucose(aq),kegg:C01175,[],,,chebi:16546,pubchem:4402,images/rdkit/1-sinapoyl-D-glucose(aq).gif,https://rest.kegg.jp/get/:/image
adenosine(aq),kegg:C00212,[],,,chebi:16335,pubchem:3512,images/rdkit/adenosine(aq).gif,https://rest.kegg.jp/get/:/image
adenine(aq),kegg:C00147,[],,,chebi:16708,pubchem:3447,images/rdkit/adenine(aq).gif,https://rest.kegg.jp/get/:/image
D-ribose 1-phosphate(aq),kegg:C00620,[],,,chebi:16300,pubchem:3894,images/rdkit/D-ribose 1-phosphate(aq).gif,https://rest.kegg.jp/get/:/image
2'-deoxyinosine(aq),kegg:C05512,"[""2'-deoxyinosine(aq)"", ""'-deoxyinosine(aq)""]",,,chebi:28997,pubchem:7859,images/rdkit/2'-deoxyinosine(aq).gif,https://rest.kegg.jp/get/:/image
hypoxanthine(aq),kegg:C00262,[],,,chebi:17368,pubchem:3560,images/rdkit/hypoxanthine(aq).gif,https://rest.kegg.jp/get/:/image
2-deoxy--D-ribose 1-phosphate(aq),kegg:C00672,[],,,chebi:28542,pubchem:3941,,https://rest.kegg.jp/get/:/image
guanosine(aq),kegg:C00387,[],,,chebi:16750,pubchem:3677,images/rdkit/guanosine(aq).gif,https://rest.kegg.jp/get/:/image
guanine(aq),kegg:C00242,[],,,chebi:16235,pubchem:3541,images/rdkit/guanine(aq).gif,https://rest.kegg.jp/get/:/image
inosine(aq),kegg:C00294,[],,,chebi:17596,pubchem:3588,images/rdkit/inosine(aq).gif,https://rest.kegg.jp/get/:/image
alpha-D-ribose 1-phosphate(aq),,[],,,,,images/rdkit/alpha-D-ribose 1-phosphate(aq).gif,
nicotinamide(aq),kegg:C00153,[],,,chebi:17154,pubchem:3453,images/rdkit/nicotinamide(aq).gif,https://rest.kegg.jp/get/:/image
nicotinamide riboside(aq),kegg:C03150,[],,,chebi:15927,pubchem:6038,images/rdkit/nicotinamide riboside(aq).gif,https://rest.kegg.jp/get/:/image
xanthosine(aq),kegg:C01762,[],,,chebi:18107,pubchem:4895,images/rdkit/xanthosine(aq).gif,https://rest.kegg.jp/get/:/image
xanthine(aq),kegg:C00385,[],,,chebi:17712,pubchem:3675,images/rdkit/xanthine(aq).gif,https://rest.kegg.jp/get/:/image
thymine(aq),kegg:C00178,[],,,chebi:17821,pubchem:3478,images/rdkit/thymine(aq).gif,https://rest.kegg.jp/get/:/image
5-methyluridine(aq),,[],,,,,images/rdkit/5-methyluridine(aq).gif,
alpha-D-ribose-1-phosphate,,[],,,,,images/rdkit/alpha-D-ribose-1-phosphate.gif,
uridine(aq),kegg:C00299,[],,,chebi:16704,pubchem:3593,images/rdkit/uridine(aq).gif,https://rest.kegg.jp/get/:/image
uracil(aq),kegg:C00106,[],,,chebi:17568,pubchem:3406,images/rdkit/uracil(aq).gif,https://rest.kegg.jp/get/:/image
thymidine(aq),kegg:C00214,[],,,chebi:17748,pubchem:3514,images/rdkit/thymidine(aq).gif,https://rest.kegg.jp/get/:/image
2'-deoxyadenosine(aq),kegg:C00559,[],,,chebi:17256,pubchem:3839,images/rdkit/2'-deoxyadenosine(aq).gif,https://rest.kegg.jp/get/:/image
5-phospho--D-ribose 1-diphosphate(aq),kegg:C00119,"['5-phospho--D-ribose 1-diphosphate(aq)', '5-Phospho-alpha-D-ribose 1-diphosphate(aq)']",,,chebi:17111,pubchem:3419,,https://rest.kegg.jp/get/:/image
AMP(aq),kegg:C00020,"['AMP(aq)', 'AMP-2--(aq)', 'AMP']",,,chebi:16027,pubchem:3322,images/rdkit/AMP(aq).gif,https://rest.kegg.jp/get/:/image
pyrophosphate(aq),kegg:C00013,"['pyrophosphate(aq)', 'pyrophosphate', 'diphosphate(aq)', 'diphosphate']",,,chebi:18361,pubchem:3315,images/rdkit/pyrophosphate(aq).gif,https://rest.kegg.jp/get/:/image
5-amino-4-imidazolecarboxamide(aq),,[],,,,,images/rdkit/5-amino-4-imidazolecarboxamide(aq).gif,
5-phospho-alpha-D-ribose 1-dipihosphate(aq),,[],,,,,,
5-amino-1-beta-D-ribosyl-4-imidazolecarboxamide 5'-phosphate(aq),,[],,,,,,
GMP(aq),kegg:C00144,"['GMP(aq)', ""guanosine 5 '-phosphate(aq)""]",,,chebi:17345,pubchem:3444,,https://rest.kegg.jp/get/:/image
IMP(aq),kegg:C00130,[],,,chebi:17202,pubchem:3430,,https://rest.kegg.jp/get/:/image
orotidine 5'-phosphate(aq),kegg:C01103,"[""orotidine 5'-phosphate(aq)"", ""orotidine 5 '-phosphate(aq)""]",,,chebi:15842,pubchem:4337,,https://rest.kegg.jp/get/:/image
thiopyrophosphate(aq),,[],,,,,,
phosphoribosyl-1-O-(2-thiodiphosphate)(aq),,[],,,,,,
thiamine(aq),,[],,,,,,
4-methyl-5-(2'-hydroxyethyl)-thiazole(aq),,[],,,,,,
heteroanilithiamine(aq),,[],,,,,,
heteronicotinathiamine(aq),,[],,,,,,
2-methyl-4-amino-5-hydroxymethylpyrimidine diphosphate(aq),kegg:C04752,[],,,chebi:16629,pubchem:7322,,https://rest.kegg.jp/get/:/image
4-methyl-5-(2-phosphonoxyethyl)-thiazole(aq),kegg:C04327,[],,,chebi:17857,pubchem:6980,,https://rest.kegg.jp/get/:/image
thiamine monophosphate(aq),kegg:C01081,[],,,chebi:9533,pubchem:4319,,https://rest.kegg.jp/get/:/image
erythro-3-hydroxyaspartate(aq),kegg:C19838,[],,,,pubchem:135626305,,https://rest.kegg.jp/get/:/image
2-oxo-3-hydroxybutanedioic acid(aq),kegg:C03459,"['2-oxo-3-hydroxysuccinate(aq)', '2-oxo-3-hydroxybutanedioic acid(aq)']",,,chebi:17778,pubchem:6279,,https://rest.kegg.jp/get/:/image
L-histidinol phosphate(aq),kegg:C01100,[],,,chebi:16996,pubchem:4334,,https://rest.kegg.jp/get/:/image
3-(imidazol-4-yl)-2-oxopropyl phosphate(aq),kegg:C01267,[],,,chebi:16426,pubchem:4486,,https://rest.kegg.jp/get/:/image
DL-D-1-pyrroline-5-carboxylate(aq),kegg:C03912,"['D-1-pyrroline-5-carboxylate(aq)', 'DL-D-1-pyrroline-5-carboxylate(aq)']",,,chebi:17388,pubchem:6642,,https://rest.kegg.jp/get/:/image
L-glutamine(aq),kegg:C00064,[],,,chebi:18050,pubchem:3364,,https://rest.kegg.jp/get/:/image
2-oxoglutaramate(aq),kegg:C00940,[],,,chebi:16769,pubchem:4192,,https://rest.kegg.jp/get/:/image
2-oxo-4-methiolbutyrate(aq),,[],,,,,,
N-succinyl-2-L-amino-6-oxoheptanedioate(aq),kegg:C04462,[],,,chebi:15685,pubchem:7087,,https://rest.kegg.jp/get/:/image
"N-succinyl-L-2,6-diaminoheptanedioate(aq)",kegg:C04421,[],,,chebi:17279,pubchem:7053,,https://rest.kegg.jp/get/:/image
L-alanine,kegg:C00041,"['L-alanine(aq)', 'L-alanine']",,,chebi:16977,pubchem:3343,,https://rest.kegg.jp/get/:/image
3-oxopropanoate,kegg:C00222,"['3-oxopropanoate(aq)', '3-oxopropanoate']",,,chebi:33190,pubchem:3522,,https://rest.kegg.jp/get/:/image
